Tumor_Sample_Barcode,Chromosome,Start,End,Segment_Mean,LOH
TCGA-02-2470-01,18,14701387,22044400,0.0,False
TCGA-02-2470-01,18,22045833,23000716,0.3391373849195855,False
TCGA-02-2470-01,18,23006536,77109240,0.0,False
TCGA-02-2470-01,19,292583,42249422,0.0,False
TCGA-02-2470-01,19,42306043,43200760,0.3391373849195855,False
TCGA-02-2470-01,19,43979015,58866434,0.0,False
TCGA-02-2470-01,20,456452,62219837,0.0,False
TCGA-02-2470-01,21,15372509,47678774,0.0,False
TCGA-02-2470-01,22,17423930,49331012,0.0,False
TCGA-04-1331-01,1,3218923,32621239,-0.8365012677171204,True
TCGA-04-1331-01,1,32661059,45934562,0.0,True
TCGA-04-1331-01,1,45935056,55443605,0.5260688116675876,False
TCGA-04-1331-01,1,55445562,117767918,0.0,False
TCGA-04-1331-01,1,117773202,117884055,0.5260688116675876,False
TCGA-04-1331-01,1,117906698,172450689,0.0,False
TCGA-04-1331-01,1,172450760,172879023,0.9107326619029126,False
TCGA-04-1331-01,1,172892952,214928175,0.5260688116675876,True
TCGA-04-1331-01,1,214938359,247812431,0.9107326619029126,False
TCGA-04-1331-01,2,499482,5645862,0.0,False
TCGA-04-1331-01,2,5651335,30341814,0.0,False
TCGA-04-1331-01,2,30353131,43412033,0.0,False
TCGA-04-1331-01,2,43421749,44382375,-0.8365012677171204,True
TCGA-04-1331-01,2,44383533,108863650,0.0,False
TCGA-04-1331-01,2,108873433,113070285,-0.8365012677171204,True
TCGA-04-1331-01,2,113070889,119250430,0.0,False
TCGA-04-1331-01,2,119250897,119355186,-0.8365012677171204,True
TCGA-04-1331-01,2,119368310,194374663,0.0,False
TCGA-04-1331-01,2,194377529,221160658,0.5260688116675876,False
TCGA-04-1331-01,2,221161333,242471730,0.0,False
TCGA-04-1331-01,3,2217011,18963752,-0.8365012677171204,True
TCGA-04-1331-01,3,19017070,145307814,0.0,False
TCGA-04-1331-01,3,145325196,197534959,0.5260688116675876,False
TCGA-04-1331-01,4,1053934,1729425,-0.8365012677171204,True
TCGA-04-1331-01,4,1733550,58342184,0.0,False
TCGA-04-1331-01,4,58349889,79087705,-0.8365012677171204,True
TCGA-04-1331-01,4,79092549,79165869,0.0,True
TCGA-04-1331-01,4,79173191,117703115,-0.8365012677171204,True
TCGA-04-1331-01,4,117707366,151370136,0.5260688116675876,True
TCGA-04-1331-01,4,151379427,188763651,-0.8365012677171204,True
TCGA-04-1331-01,5,918523,13995045,0.0,False
TCGA-04-1331-01,5,13999682,24791380,0.0,False
TCGA-04-1331-01,5,24809481,50121623,0.0,False
TCGA-04-1331-01,5,50133344,156187928,-0.8365012677171204,True
TCGA-04-1331-01,5,156191214,156381370,0.0,True
TCGA-04-1331-01,5,156385708,172719211,-0.8365012677171204,True
TCGA-04-1331-01,5,172722366,180359733,0.0,True
TCGA-04-1331-01,6,1016984,1988385,0.5260688116675876,False
TCGA-04-1331-01,6,1988924,2115992,-0.8365012677171204,True
TCGA-04-1331-01,6,2121847,2380251,0.9107326619029126,False
TCGA-04-1331-01,6,2380610,4221686,0.0,False
TCGA-04-1331-01,6,4229688,6311701,0.9107326619029126,False
TCGA-04-1331-01,6,6313384,6819227,0.5260688116675876,False
TCGA-04-1331-01,6,6820607,12704642,-0.8365012677171204,True
TCGA-04-1331-01,6,12718156,19737175,0.0,False
TCGA-04-1331-01,6,19739943,20580893,0.9107326619029126,False
TCGA-04-1331-01,6,20585140,24209886,0.5260688116675876,False
TCGA-04-1331-01,6,24210084,99621031,0.0,False
TCGA-04-1331-01,6,99622627,127103785,-0.8365012677171204,True
TCGA-04-1331-01,6,127113874,143539833,0.0,False
TCGA-04-1331-01,6,143549921,149055277,0.0,False
TCGA-04-1331-01,6,149072811,151998723,-0.8365012677171204,True
TCGA-04-1331-01,6,152005544,152084593,0.0,True
TCGA-04-1331-01,6,152090024,170898549,-0.8365012677171204,True
TCGA-04-1331-01,7,746917,6199072,-0.8365012677171204,True
TCGA-04-1331-01,7,6208369,144275924,0.0,False
TCGA-04-1331-01,7,144277757,158385118,0.0,False
TCGA-04-1331-01,8,617885,11363950,0.0,False
TCGA-04-1331-01,8,11365692,32132882,0.0,False
TCGA-04-1331-01,8,32136300,103782719,0.0,False
TCGA-04-1331-01,8,103789455,104292965,0.5260688116675876,False
TCGA-04-1331-01,8,104320928,145225107,0.0,False
TCGA-04-1331-01,9,790234,21099471,0.0,False
TCGA-04-1331-01,9,21102280,119653579,0.0,False
TCGA-04-1331-01,9,119659517,129462901,0.5260688116675876,False
TCGA-04-1331-01,9,129465233,140938075,0.0,False
TCGA-04-1331-01,10,423671,2257286,-0.8365012677171204,True
TCGA-04-1331-01,10,2267314,22400658,0.5260688116675876,False
TCGA-04-1331-01,10,22421698,46102971,0.0,False
TCGA-04-1331-01,10,48414570,48654363,0.5260688116675876,False
TCGA-04-1331-01,10,49397232,71974575,0.0,False
TCGA-04-1331-01,10,71985733,89621061,-0.8365012677171204,True
TCGA-04-1331-01,10,89657150,90254417,-3.0588936890535687,True
TCGA-04-1331-01,10,90265464,110812973,-0.8365012677171204,True
TCGA-04-1331-01,10,110823083,135224372,0.0,False
TCGA-04-1331-01,11,458784,73632694,-0.8365012677171204,True
TCGA-04-1331-01,11,73678945,73727828,0.0,True
TCGA-04-1331-01,11,73732525,134142530,-0.8365012677171204,True
TCGA-04-1331-01,12,889902,86141840,0.0,False
TCGA-04-1331-01,12,86150745,86341764,-0.8365012677171204,True
TCGA-04-1331-01,12,86343786,133161346,0.0,False
TCGA-04-1331-01,13,19450806,55647893,-0.8365012677171204,True
TCGA-04-1331-01,13,55651278,110387923,0.0,True
TCGA-04-1331-01,13,110397022,114987333,0.0,True
TCGA-04-1331-01,14,20501368,105971894,0.0,False
TCGA-04-1331-01,15,23688944,63636878,-0.8365012677171204,True
TCGA-04-1331-01,15,63641496,63758439,0.0,True
TCGA-04-1331-01,15,63764505,86306378,-0.8365012677171204,True
TCGA-04-1331-01,15,86310020,93404291,0.0,True
TCGA-04-1331-01,15,93412778,101884307,0.5260688116675876,False
TCGA-04-1331-01,16,655262,4100324,-0.8365012677171204,True
TCGA-04-1331-01,16,4104389,31340909,-0.8365012677171204,True
TCGA-04-1331-01,16,31340997,82817885,-0.8365012677171204,True
TCGA-04-1331-01,16,82821672,89379936,-0.8365012677171204,True
TCGA-04-1331-01,17,987221,35288015,-0.8365012677171204,True
TCGA-04-1331-01,17,35305369,35381961,0.5260688116675876,True
TCGA-04-1331-01,17,35400472,40797461,-0.8365012677171204,True
TCGA-04-1331-01,17,40808069,51797062,0.0,True
TCGA-04-1331-01,17,51800597,80909157,0.5260688116675876,True
TCGA-04-1331-01,18,331827,55887990,0.0,False
TCGA-04-1331-01,18,55888179,77109240,0.5260688116675876,False
TCGA-04-1331-01,19,292583,6138027,-0.8365012677171204,True
TCGA-04-1331-01,19,6140734,39265798,0.0,False
TCGA-04-1331-01,19,39266289,39338663,-0.8365012677171204,True
TCGA-04-1331-01,19,39387716,58866434,0.0,False
TCGA-04-1331-01,20,456452,55868734,0.0,False
TCGA-04-1331-01,20,55875968,62219837,0.5260688116675876,False
TCGA-04-1331-01,21,15372509,46647105,0.0,False
TCGA-04-1331-01,21,47091238,47678774,-0.8365012677171204,True
TCGA-04-1331-01,22,17423930,49331012,-0.8365012677171204,True
TCGA-04-1346-01,1,3218923,32699227,0.0,True
TCGA-04-1346-01,1,32705115,38127154,0.6229303509201767,False
TCGA-04-1346-01,1,38139551,38279987,0.3448284969974411,False
TCGA-04-1346-01,1,38361017,47806087,0.8559896973084807,False
TCGA-04-1346-01,1,47820009,47982642,0.6229303509201767,False
TCGA-04-1346-01,1,47983283,54247271,0.8559896973084807,False
TCGA-04-1346-01,1,54252198,120521760,0.6229303509201767,False
TCGA-04-1346-01,1,120523902,205921859,0.8559896973084807,False
TCGA-04-1346-01,1,206496641,247812431,0.8559896973084807,False
TCGA-04-1346-01,2,499482,80551464,0.3448284969974411,True
TCGA-04-1346-01,2,80558293,106146307,0.3448284969974411,True
TCGA-04-1346-01,2,106152995,141892885,0.3448284969974411,True
TCGA-04-1346-01,2,141893746,142036119,0.0,True
TCGA-04-1346-01,2,142049948,230300615,0.3448284969974411,True
TCGA-04-1346-01,2,230305563,242471730,0.3448284969974411,True
TCGA-04-1346-01,3,2217011,13585468,0.0,False
TCGA-04-1346-01,3,13592478,13758997,0.3448284969974411,False
TCGA-04-1346-01,3,13765910,83424778,0.0,False
TCGA-04-1346-01,3,83438078,90283951,0.3448284969974411,False
TCGA-04-1346-01,3,93543006,116899849,0.6229303509201767,False
TCGA-04-1346-01,3,116908832,117033959,0.3448284969974411,False
TCGA-04-1346-01,3,117045006,174880865,0.8559896973084807,False
TCGA-04-1346-01,3,174888942,197534959,0.8559896973084807,False
TCGA-04-1346-01,4,1053934,18085043,0.3448284969974411,False
TCGA-04-1346-01,4,18111059,18194943,0.0,True
TCGA-04-1346-01,4,18195861,20789837,0.3448284969974411,False
TCGA-04-1346-01,4,20799744,20923374,0.0,False
TCGA-04-1346-01,4,20926819,100829746,0.3448284969974411,False
TCGA-04-1346-01,4,100862648,101273797,0.6229303509201767,True
TCGA-04-1346-01,4,101277710,188763651,0.0,True
TCGA-04-1346-01,5,918523,54294287,0.6229303509201767,False
TCGA-04-1346-01,5,54301408,180359733,0.3448284969974411,False
TCGA-04-1346-01,6,1016984,64763846,0.8559896973084807,False
TCGA-04-1346-01,6,64781793,134690745,0.6229303509201767,False
TCGA-04-1346-01,6,134697996,170898549,0.8559896973084807,False
TCGA-04-1346-01,7,746917,57914385,0.6229303509201767,False
TCGA-04-1346-01,7,58019983,119873718,0.3448284969974411,False
TCGA-04-1346-01,7,119905337,121722234,0.6229303509201767,False
TCGA-04-1346-01,7,121724823,146124413,0.3448284969974411,False
TCGA-04-1346-01,7,146131343,146590038,-0.4540316308947075,False
TCGA-04-1346-01,7,146599374,158385118,0.3448284969974411,False
TCGA-04-1346-01,8,617885,42898471,0.0,False
TCGA-04-1346-01,8,47463862,61229204,0.3448284969974411,False
TCGA-04-1346-01,8,61233350,62018544,0.6229303509201767,False
TCGA-04-1346-01,8,62022881,91648243,0.0,False
TCGA-04-1346-01,8,91652014,145225107,0.8559896973084807,False
TCGA-04-1346-01,9,790234,38747064,0.0,True
TCGA-04-1346-01,9,71039044,81442685,-0.4540316308947075,True
TCGA-04-1346-01,9,81446368,88558068,0.0,True
TCGA-04-1346-01,9,88563064,89277484,-0.4540316308947075,True
TCGA-04-1346-01,9,89278227,96679448,0.0,True
TCGA-04-1346-01,9,96681255,125984527,-0.4540316308947075,True
TCGA-04-1346-01,9,126018715,140938075,0.0,True
TCGA-04-1346-01,10,423671,38987169,1.0565835283663676,False
TCGA-04-1346-01,10,42953131,64765654,0.3448284969974411,False
TCGA-04-1346-01,10,64769847,65772148,0.6229303509201767,False
TCGA-04-1346-01,10,65772316,135224372,0.3448284969974411,False
TCGA-04-1346-01,11,458784,9177012,0.0,True
TCGA-04-1346-01,11,9177083,14066800,0.3448284969974411,False
TCGA-04-1346-01,11,14070828,14113759,0.0,True
TCGA-04-1346-01,11,14118478,14266459,0.3448284969974411,False
TCGA-04-1346-01,11,14267668,14396485,1.232660756790275,False
TCGA-04-1346-01,11,14404825,15455965,0.8559896973084807,False
TCGA-04-1346-01,11,15456742,134142530,0.6229303509201767,False
TCGA-04-1346-01,12,889902,18382428,1.0565835283663676,False
TCGA-04-1346-01,12,18400036,69177690,0.8559896973084807,False
TCGA-04-1346-01,12,69198112,74925302,1.232660756790275,False
TCGA-04-1346-01,12,74928561,97681704,0.0,True
TCGA-04-1346-01,12,97684272,97895395,0.3448284969974411,True
TCGA-04-1346-01,12,97895506,99671812,0.0,True
TCGA-04-1346-01,12,99676630,133161346,0.3448284969974411,True
TCGA-04-1346-01,13,19450806,24115747,0.3448284969974411,True
TCGA-04-1346-01,13,24578032,24752983,0.6229303509201767,True
TCGA-04-1346-01,13,24757163,114987333,0.3448284969974411,True
TCGA-04-1346-01,14,20501368,36085746,0.0,False
TCGA-04-1346-01,14,36118348,36723777,-0.4540316308947075,True
TCGA-04-1346-01,14,36736952,105971894,0.0,False
TCGA-04-1346-01,15,23688944,45601412,0.0,False
TCGA-04-1346-01,15,45609773,101884307,0.3448284969974411,False
TCGA-04-1346-01,16,655262,3398174,0.0,True
TCGA-04-1346-01,16,3406516,8914905,1.0565835283663676,False
TCGA-04-1346-01,16,9228532,20316862,0.6229303509201767,False
TCGA-04-1346-01,16,20320087,35205717,0.3448284969974411,False
TCGA-04-1346-01,16,46534977,89379936,0.0,False
TCGA-04-1346-01,17,987221,10305820,0.3448284969974411,True
TCGA-04-1346-01,17,10324980,20949688,0.0,True
TCGA-04-1346-01,17,20969014,66427696,0.3448284969974411,True
TCGA-04-1346-01,17,66428002,68494308,0.0,True
TCGA-04-1346-01,17,68502076,80909157,0.3448284969974411,True
TCGA-04-1346-01,18,331827,3331417,0.6229303509201767,False
TCGA-04-1346-01,18,3342151,6943264,0.3448284969974411,False
TCGA-04-1346-01,18,6945448,7322497,0.0,False
TCGA-04-1346-01,18,7336805,51456633,0.3448284969974411,False
TCGA-04-1346-01,18,51465208,77109240,0.0,True
TCGA-04-1346-01,19,292583,10894240,0.0,True
TCGA-04-1346-01,19,10902794,17490013,0.6229303509201767,False
TCGA-04-1346-01,19,17503417,21249429,0.3448284969974411,False
TCGA-04-1346-01,19,21260167,22236395,0.6229303509201767,False
TCGA-04-1346-01,19,22505876,29247283,0.3448284969974411,False
TCGA-04-1346-01,19,29258008,32061570,1.232660756790275,False
TCGA-04-1346-01,19,32066456,36915031,1.0565835283663676,False
TCGA-04-1346-01,19,36938594,44569125,0.6229303509201767,False
TCGA-04-1346-01,19,44585159,49907255,0.3448284969974411,False
TCGA-04-1346-01,19,49914696,50684521,0.0,False
TCGA-04-1346-01,19,50699504,52204942,0.3448284969974411,False
TCGA-04-1346-01,19,52213743,53182551,-0.4540316308947075,True
TCGA-04-1346-01,19,53185531,55459156,0.0,True
TCGA-04-1346-01,19,55521334,55738181,-0.4540316308947075,True
TCGA-04-1346-01,19,55772453,56987172,0.0,True
TCGA-04-1346-01,19,56996595,57804362,-0.4540316308947075,True
TCGA-04-1346-01,19,57821889,58866434,0.0,True
TCGA-04-1346-01,20,456452,62219837,0.6229303509201767,False
TCGA-04-1346-01,21,15372509,36336023,0.6229303509201767,False
TCGA-04-1346-01,21,36337097,47678774,0.3448284969974411,False
TCGA-04-1346-01,22,17423930,49331012,0.0,True
