Tumor_Sample_Barcode,Chromosome,Start,End,Segment_Mean,NumProbes,LOH
ACH-000001,17,54300998,55698362,1.7631949536939884,1389,0
ACH-000001,17,55698363,62285049,1.4244529797111225,6304,0
ACH-000001,17,63063808,69104100,1.4740096812086096,5782,0
ACH-000001,17,69104101,74170365,1.554825851357004,4137,0
ACH-000001,17,74170366,74940561,1.868421562818292,620,0
ACH-000001,17,77115560,79641462,1.1575006470811604,2176,0
ACH-000001,18,325424,15384684,1.5924753046211082,12504,0
ACH-000001,18,38827371,46209273,0.6526584040941279,6961,1
ACH-000001,18,46801273,52056478,0.648658479382078,5090,1
ACH-000001,18,54871846,65530419,0.6474398179377888,9335,1
ACH-000001,19,1088271,8943070,0.6082410112935192,6746,0
ACH-000001,19,9779872,10713501,0.9127622303711752,928,0
ACH-000001,19,10713502,18718033,0.6060013866568115,7612,0
ACH-000001,19,18718034,19299032,0.9355139035611242,581,0
ACH-000001,19,30261331,30653039,6.148574621884121,381,0
ACH-000001,19,30653040,37785124,1.791923440609305,6852,0
ACH-000001,19,39798916,40966396,8.098866468453648,1114,1
ACH-000001,19,41148711,47473751,0.5889781423071727,5274,0
ACH-000001,19,47473752,47577751,0.952651204502326,104,0
ACH-000001,19,47577752,54030856,0.5958854805366305,4864,0
ACH-000001,2,10285187,20079108,0.9747971917610038,9304,0
ACH-000001,2,24626985,26730329,1.1607465557151917,2020,0
ACH-000001,2,26730330,28530857,0.8898123330961077,1742,0
ACH-000001,2,28901295,41380696,0.9532489883613868,9801,0
ACH-000001,2,45193515,66097691,0.9451793400466872,18313,0
ACH-000001,2,66097692,68347669,1.0221939799845798,2150,1
ACH-000001,2,96607642,100805695,0.9048465148360084,3416,0
ACH-000001,2,108156022,113948402,0.9460760081051086,3884,0
ACH-000001,2,114454340,135287324,1.0013608799260878,16210,0
ACH-000001,2,135287325,137083914,0.9054902425061347,1783,0
ACH-000001,2,150909943,167730892,0.9540058380765896,16226,0
ACH-000001,2,169051191,178432339,0.9014741326809114,9204,0
ACH-000001,2,178432340,191796878,0.9487316619276988,11782,0
ACH-000001,2,191804879,204968413,0.9150122733718672,11724,0
ACH-000001,2,204968414,213496367,0.978591054517046,8156,0
ACH-000001,2,213868646,218154582,0.9507210442352856,4119,0
ACH-000001,2,219584496,225142670,0.9240981526073055,5489,0
ACH-000001,2,225142671,226058088,0.8529002927258698,914,0
ACH-000001,2,226058089,231473523,0.9133793004637224,4934,0
ACH-000001,20,7886421,14694676,1.9851829926177904,5942,0
ACH-000001,20,29832902,30965618,1.418800751950322,1131,0
ACH-000001,20,30965619,34093147,1.2006569457225418,3093,0
ACH-000001,20,34093148,46011808,1.498803238449398,11423,0
ACH-000001,20,46011809,48090352,1.78570281451543,2054,0
ACH-000001,20,48695044,55739388,1.9029346264284408,6613,0
ACH-000001,21,31741402,48112707,1.4622297401205229,13780,0
ACH-000001,3,8644670,20540859,0.9621708518687,11282,0
ACH-000001,3,28890668,32075706,0.9936998139321508,3007,0
ACH-000001,3,35687339,41910377,0.9643113941746142,5817,0
ACH-000001,3,41910378,47286781,0.8853231183252578,4903,0
ACH-000001,3,48925539,49895538,0.9509543551807508,968,0
ACH-000001,3,49895539,50495536,1.2039913273144287,600,1
ACH-000001,3,50495537,53272222,0.9027947913020729,2747,0
ACH-000001,3,63385942,64346941,2.324241532922096,959,0
ACH-000001,3,65870617,77518869,0.9885411997595518,10604,0
ACH-000001,3,87374267,90307512,1.470650060710337,2655,0
ACH-000001,3,116969746,121473033,2.080991395761811,4222,0
ACH-000001,3,125689354,129646388,2.0024968871653828,3760,0
ACH-000001,3,134150346,135792940,2.199736930157969,1527,1
ACH-000001,3,136675471,141055587,2.1743075196135453,4134,0
ACH-000001,3,141055588,142929452,1.9346921209455377,1482,0
ACH-000001,3,148666638,153661434,2.039134588013842,4830,0
ACH-000001,3,169098945,170070406,1.7369738083961277,954,0
ACH-000001,3,177467032,197908868,1.4276140450617136,16895,0
ACH-000001,4,1052152,8951094,1.155721671217629,7058,0
ACH-000001,4,9931737,49093040,1.2134797216971094,36867,0
ACH-000001,4,65169556,108857248,1.1184067708902494,40562,0
ACH-000001,4,124953240,181528623,1.093590791498965,51153,0
ACH-000001,5,11001,17527989,1.3540377864143376,13714,0
ACH-000001,5,17715990,40778032,1.3136973997068682,20495,0
ACH-000001,5,55830222,59322331,0.98328667672289,3320,0
ACH-000001,5,64781702,84663653,0.9285889381746824,17211,0
ACH-000001,5,84663654,97044741,0.9554789533858088,11898,0
ACH-000001,5,99841974,114324906,0.9613588787883262,12992,0
ACH-000001,5,114334907,138877603,0.961862781380561,22938,0
ACH-000001,5,145394282,151542172,0.9496731696664404,5975,0
ACH-000001,5,161086891,180901070,0.9446710815962618,17189,0
ACH-000001,6,148001,18261355,0.8903885836379865,15925,0
ACH-000001,6,18500038,23788847,0.9150198842616496,5190,0
ACH-000001,6,23788848,27477564,0.8553768099078757,2935,0
ACH-000001,6,27699475,30454270,0.8153446910701646,2338,0
ACH-000001,6,30454271,30743270,1.1892038178250564,289,0
ACH-000001,6,30743271,34943922,0.8539159623861425,2277,0
ACH-000001,6,34943923,37061063,0.9214054267244124,2023,0
ACH-000001,6,37061064,37185063,1.0316574357242232,124,0
ACH-000001,6,37185064,44194787,0.8688078237455834,6960,0
ACH-000001,6,62237590,68018737,1.2628987683757988,5128,0
ACH-000001,6,82050146,98345889,0.9748161109264984,14721,0
ACH-000001,6,105915362,112060025,0.8830897658352181,6197,0
ACH-000001,6,112060026,125695512,0.9547235820434442,12468,0
ACH-000001,6,133518794,146106012,0.923407912678122,11737,0
ACH-000001,6,146106013,170906985,0.6254038475439526,22081,0
ACH-000001,7,34001,15828700,0.8857662911686948,11781,0
ACH-000001,7,30954534,42019976,0.9237145511661522,10714,0
ACH-000001,7,49131930,54675679,0.9289951694016482,5207,0
ACH-000001,7,54675680,55423393,1.045847861961159,709,0
ACH-000001,7,75632989,86165350,0.9699108148839616,9081,0
ACH-000001,7,86448234,93083182,0.9515530529722516,4690,0
ACH-000001,7,102096985,107836559,0.931607397152891,4969,0
ACH-000001,7,108529247,116879416,0.9906614375222906,7063,0
ACH-000001,7,116879417,126296635,0.992200782413096,8622,0
ACH-000001,7,126296636,139982405,0.9292096229679162,12499,0
ACH-000001,7,140282763,142454942,0.9724392295660186,1960,0
ACH-000001,7,144103666,150001097,0.940931758661591,5104,0
ACH-000001,7,150376935,153918762,0.940755680005826,2550,0
ACH-000001,8,17965780,27460892,1.1576530975985553,8966,0
ACH-000001,8,27632893,31056029,1.131978063041286,3396,0
ACH-000001,8,31056030,41934116,1.2299247070125912,10049,0
ACH-000001,8,54292124,63033333,1.5920194923028868,8336,0
ACH-000001,8,68797957,73001400,1.337184929011521,4146,0
ACH-000001,8,74430460,75023758,1.228893591675431,579,0
ACH-000001,8,87015164,91189736,1.2741127927547644,3913,0
ACH-000001,8,116670617,119431007,1.5737572236223132,2754,0
ACH-000001,8,127072681,129695677,1.6270098667069417,2563,1
ACH-000001,8,141244322,142970527,1.2426930593662948,1088,0
ACH-000001,8,142970528,146300964,1.1695487512724816,3002,0
ACH-000001,9,10001,2071726,1.579174939020969,670,0
ACH-000001,9,2071727,2948609,2.2079982061134302,833,0
ACH-000001,9,4429007,5100075,2.322666468295704,564,1
ACH-000001,9,5228196,7056192,1.4757414671126037,788,1
ACH-000001,9,7056193,9246896,1.613961315998652,1687,0
ACH-000001,9,9720447,28424429,1.32353926919894,15544,0
ACH-000001,9,28511430,38973231,1.229328088574755,9178,0
ACH-000001,9,80451654,80529563,0.8327319020865458,64,0
ACH-000001,9,80529564,95644234,1.059835972012264,14272,0
ACH-000001,9,96186195,103520525,1.027703431287924,7146,0
ACH-000001,9,103520526,123624690,1.1189720494415334,18349,0
ACH-000001,9,123624691,128150245,1.338697502236227,4479,0
ACH-000001,9,128150246,141110144,1.3043743712858855,11871,0
ACH-000001,X,63065026,65107788,0.9857133019558278,1013,0
ACH-000001,X,65107789,67206616,1.0537743730054157,747,0
ACH-000001,X,67212617,102407391,0.9701811135015004,10837,0
ACH-000001,X,103903800,142880957,0.989216356692312,16840,0
ACH-000007,1,10001,20020378,0.9514725892839334,17454,0
ACH-000007,1,20020379,23448477,0.5282456913718019,3148,0
ACH-000007,1,23448478,49221349,0.9611390040814062,24407,0
ACH-000007,1,49419350,149035136,0.9429982508583892,67688,0
ACH-000007,1,149035137,150613647,1.398717878356198,3459,0
ACH-000007,1,150613648,169113592,1.4408388630525808,17446,0
ACH-000007,1,170886844,182926800,1.4361087479617916,11462,0
ACH-000007,1,189743853,195876657,1.3835243158847903,5661,0
ACH-000007,1,195876658,207357053,1.434132180613216,10569,0
ACH-000007,1,222559997,236764865,1.456392281492796,13126,0
ACH-000007,10,411977,135524454,0.9507170903058396,119171,0
ACH-000007,11,179001,11825230,0.9458261927547024,9770,0
ACH-000007,11,11825231,134945520,0.9455082817667576,108772,0
ACH-000007,13,27032773,29857876,1.9325597239775985,2766,0
ACH-000007,13,29857877,33887677,1.9058214971152347,3675,0
ACH-000007,13,34412055,41416355,1.8411931751897344,6833,0
ACH-000007,13,47278842,49823407,1.8687401824021408,2483,0
ACH-000007,13,72847854,73465474,1.9359369937678603,588,0
ACH-000007,13,73465475,74168473,2.609050737271782,701,0
ACH-000007,13,102961542,105759435,1.854031814128606,2721,0
ACH-000007,13,109732926,111188632,1.9720183823602688,1377,0
ACH-000007,15,86758055,89344648,0.9173778632135688,2349,0
ACH-000007,15,89344649,90981203,1.460540131622251,1488,0
ACH-000007,15,90981204,91411201,0.9741298505045604,430,0
ACH-000007,15,95605712,102508790,1.421305809887237,5412,0
ACH-000007,16,60001,90291285,0.9446475092308836,61241,0
ACH-000007,19,89001,59116604,0.9375697967084864,48943,0
ACH-000007,2,11001,96068055,0.9492335515797418,79358,0
ACH-000007,2,96068056,142323651,0.9513373992278464,37079,0
ACH-000007,2,142330652,200628327,0.9510538922405444,54408,0
ACH-000007,2,200628328,203366265,0.486152552079037,2712,0
ACH-000007,2,203366266,223865163,0.942367049266834,19703,0
ACH-000007,21,14338880,48112707,0.9469610554436954,29121,0
ACH-000007,3,61192279,106866100,0.930585104657614,40342,0
ACH-000007,3,108337625,197908868,0.9562475158754612,78074,0
ACH-000007,4,1052152,151666834,0.9352811393947824,136785,0
ACH-000007,5,11001,4094556,1.3785570759328494,2337,0
ACH-000007,5,23344791,33397534,1.35079992092168,9388,0
ACH-000007,5,55010655,62078115,1.4486770356481111,6703,0
ACH-000007,5,64697702,101818329,1.4286633499448296,32063,0
ACH-000007,5,111936544,113995906,1.3988972505670507,1864,0
ACH-000007,5,130568345,140096467,1.4472388082523326,9363,0
ACH-000007,5,144695410,151757243,1.4498975874137487,6859,0
ACH-000007,5,151757244,180901070,1.404250191831595,26179,0
ACH-000007,6,148001,147909958,0.9498542093223744,132329,0
ACH-000007,6,148105959,170906985,0.947597304591931,20097,0
ACH-000007,7,34001,12231198,1.403884259143929,8535,0
ACH-000007,7,12231199,18911310,1.4334136519100722,5491,0
ACH-000007,7,34281883,54535151,1.4134325123935771,19032,0
ACH-000007,7,55084094,66779291,1.425961469840623,5672,0
ACH-000007,7,68094005,103559993,1.417230088472872,29362,0
ACH-000007,7,103559994,108953246,1.4388478067905006,4977,0
ACH-000007,7,113714200,118392122,1.4414581984283763,4408,0
ACH-000007,7,119567735,139147555,1.402850236516365,17945,0
ACH-000007,7,139147556,144208665,1.4490586615383223,4056,0
ACH-000007,7,144208666,148914145,1.3739180934398292,4284,0
ACH-000007,7,148914146,154823407,1.4289277775637104,4386,0
ACH-000007,8,613371,146300964,0.941288581997371,129231,0
ACH-000007,9,10001,16060221,1.4250998444381986,10361,0
ACH-000007,9,17437436,22392353,1.4469098126168547,4661,0
ACH-000007,9,22392354,29002474,1.3873934705534336,5383,0
ACH-000007,9,76218519,87192562,1.4141576887626908,10689,0
ACH-000007,9,87192563,95685234,1.4436379759576412,7785,0
ACH-000007,9,95685235,103966525,1.439168983954249,8079,0
ACH-000007,9,107009168,112520725,1.427680346226811,5343,0
ACH-000007,9,121527979,141110144,1.4171662372236764,18428,0
ACH-000008,1,10001,15867245,1.1155065617658575,13665,0
ACH-000008,1,15867246,16867119,1.1402964977352843,859,0
ACH-000008,1,17275120,47569176,1.115731588636112,28630,0
ACH-000008,1,49699350,55409987,1.1202315765760775,5362,0
ACH-000008,1,55409988,91795181,1.2568513240468375,34425,0
ACH-000008,1,144386014,160786161,1.178206159218706,12533,1
ACH-000008,1,160786162,174057531,1.2599618050544488,12815,0
ACH-000008,1,175018688,178542121,1.346178760809728,3137,0
ACH-000008,1,178542122,213098186,1.197060443072324,32436,0
ACH-000008,1,225870947,237102865,1.175529708605452,10396,0
ACH-000008,1,237102866,245635412,1.2510834295126634,7716,0
ACH-000008,1,245815224,248740764,1.2101769405040488,1904,0
ACH-000008,10,411977,20849455,0.8241900774442592,17987,0
ACH-000008,10,49073791,66406274,0.8575056011594983,14892,0
ACH-000008,10,66406275,76769902,0.7818116565499172,9373,0
ACH-000008,10,76769903,89699376,0.850218172219596,11459,0
ACH-000008,10,89699377,89751376,8.664742938789413e-10,52,0
ACH-000008,10,96875457,105996004,0.7901842522837114,8861,0
ACH-000008,10,105996005,133856925,0.8536662215691064,26040,0
ACH-000008,11,179001,2906532,0.7033160276884012,1957,0
ACH-000008,11,3169533,23205464,0.8689451388618833,18527,0
ACH-000008,11,23210465,50399368,0.8700329831435274,24557,0
ACH-000008,11,55456301,63186770,0.8309594605209932,7360,0
ACH-000008,11,63186771,78347836,0.7693622775577845,13342,0
ACH-000008,11,78347837,116561012,0.8819959889675569,34440,0
ACH-000008,11,116561013,121442722,0.778556151986759,4856,0
ACH-000008,11,121442723,134945520,0.8939642229191281,11729,0
ACH-000008,12,15094920,34575837,1.2778291889169415,18020,0
ACH-000008,12,43027315,49018034,1.254866595638317,5203,0
ACH-000008,12,49018035,55688371,1.1505550395675923,6292,1
ACH-000008,12,55688372,58634724,1.188933480363452,2858,0
ACH-000008,12,58971735,83393062,1.274020948705438,23437,0
ACH-000008,12,96989579,108980873,1.259370693273466,11541,0
ACH-000008,12,108980874,123747146,1.1964316660523853,13623,0
ACH-000008,12,123747147,132012510,1.2538519410198194,5543,0
ACH-000008,12,132012511,133832939,1.1112496772187896,1048,0
ACH-000008,13,19438582,53430984,1.2145627261903085,29574,0
ACH-000008,14,19000751,88376531,0.8430551991383047,61756,0
ACH-000008,15,23605152,55333356,0.9745877541065564,25943,0
ACH-000008,15,55333357,80424592,0.9187523881442264,24225,0
ACH-000008,15,80424593,102508790,0.9795859589054652,17913,0
ACH-000008,16,60001,4978910,0.7282673135656961,3808,0
ACH-000008,16,4978911,26478280,0.8329097004420853,13565,0
ACH-000008,16,26478281,32127540,0.7630121841430623,3731,0
ACH-000008,16,46457332,79080887,0.8376230218368181,30358,1
ACH-000008,16,79194055,90291285,0.8362069851982208,7492,0
ACH-000008,17,25267941,34437084,0.9633687291067904,7704,0
ACH-000008,17,34814219,49320879,0.952461709359909,12289,0
ACH-000008,17,49555573,71240359,1.0039963330045307,20641,0
ACH-000008,17,71240360,81155441,0.9442233072222144,7862,0
ACH-000008,18,325424,15384684,0.8633575114024972,12504,0
ACH-000008,19,89001,20595839,1.0986782864227025,18505,0
ACH-000008,19,29884152,54728593,1.1161106024374068,21289,0
ACH-000008,2,11001,16703691,1.1809795638744225,13838,0
ACH-000008,2,24255871,29807687,1.1566336658396896,5126,0
ACH-000008,2,29807688,29983687,1.3273713127085136,175,0
ACH-000008,2,29983688,46911074,1.217668985215818,13998,0
ACH-000008,2,46911075,69913147,1.253331455820048,20128,0
ACH-000008,2,96607642,103177047,1.1809288122203496,5736,0
ACH-000008,2,108280655,114623339,1.2153737183414135,4355,0
ACH-000008,2,127598297,129638499,1.189270587454575,1950,0
ACH-000008,2,135289325,137610914,1.2103841494327583,2306,0
ACH-000008,2,137767915,185006991,1.2642992685275316,44962,0
ACH-000008,2,185280716,212613912,1.2415651778754229,24486,0
ACH-000008,2,212613913,213141889,0.425484062936096,462,1
ACH-000008,2,213141890,213398367,1.1942956313541238,207,1
ACH-000008,2,213398368,213567367,0.4194087891360483,169,0
ACH-000008,2,213567368,218879495,1.2705410603217735,5106,0
ACH-000008,2,218879496,220551494,1.1397212365649378,1669,0
ACH-000008,2,225290671,225457670,1.1071701863374397,167,0
ACH-000008,2,225457671,231044392,1.2619930804523671,5132,0
ACH-000008,20,6025250,17664402,0.9125730790813656,10016,0
ACH-000008,20,29831902,37649045,1.684989965670148,7672,0
ACH-000008,20,37649046,42487608,1.898798743237164,4565,0
ACH-000008,20,42487609,49103867,1.6766063515793643,6210,0
ACH-000008,20,49103868,60719375,1.800433108415093,10956,0
ACH-000008,22,19477660,21813425,3.116606471803019,1619,0
ACH-000008,22,21909426,24273920,1.197016467709319,744,1
ACH-000008,22,24291921,31776264,1.2019534303871746,6709,1
ACH-000008,3,41622078,53165234,0.7785869128725214,10982,0
ACH-000008,3,53165235,64458941,0.8839477501268215,9719,0
ACH-000008,3,64458942,90307512,1.2927353898862666,23877,0
ACH-000008,3,96410758,124384589,1.2695392508047736,26613,0
ACH-000008,3,124384590,129753388,1.1870560028852724,5107,0
ACH-000008,3,130354330,157087441,1.250205279492629,23742,0
ACH-000008,3,163895771,197908868,1.2294891470256726,27689,0
ACH-000008,4,1763662,8977094,1.1817984402975767,6536,0
ACH-000008,4,40410869,49093040,1.098799378870699,7805,0
ACH-000008,4,64982556,93378713,1.0717392898304177,26003,0
ACH-000008,4,93378714,149991904,0.9042314488090046,52761,0
ACH-000008,4,149991905,191038673,0.9611410027158566,32921,0
ACH-000008,5,11001,41120345,1.311926594590958,34665,0
ACH-000008,5,50305392,84749653,0.8605214144983325,30468,1
ACH-000008,5,85316155,114324906,0.8638824974176135,25742,1
ACH-000008,5,114334907,168463846,0.8701312876249994,51391,1
ACH-000008,5,168970846,180901070,0.8100921878464165,9670,0
ACH-000008,6,148001,27477564,1.193755185482829,24259,0
ACH-000008,6,27699475,29063215,1.0084104683062431,1332,0
ACH-000008,6,29063216,33250023,1.082121130023968,2080,0
ACH-000008,6,33250024,45561181,1.13296005761779,11810,0
ACH-000008,6,62933454,72827341,0.8407746052964058,8907,0
ACH-000008,6,72834342,157699979,0.8428308342466784,79411,1
ACH-000008,6,157702980,170906985,0.8321485514746829,10807,0
ACH-000008,7,2932684,10285698,1.5753375606774909,4680,0
ACH-000008,7,10285699,18037757,1.6511108715503464,6237,0
ACH-000008,7,41517473,43599796,1.7750737914209582,1522,0
ACH-000008,7,49674180,50421359,1.5841961760560046,707,0
ACH-000008,7,50421360,50883320,1.6952922502568273,459,0
ACH-000008,7,50883321,56555902,1.7190076914980998,5282,0
ACH-000008,7,77525762,90299581,1.6370404838958927,10144,0
ACH-000008,7,91584341,93079182,1.6076507210951203,1477,0
ACH-000008,7,103202666,108946246,1.6421660332772172,5323,0
ACH-000008,7,108946247,126941436,2.106628616800868,15782,0
ACH-000008,7,126941437,129387115,1.901485582282351,2101,0
ACH-000008,7,132180094,142333605,2.837371388800341,9352,0
ACH-000008,7,146491281,158103064,2.725422695597997,9660,0
ACH-000008,8,12278822,43602201,0.8430125418401312,28938,1
ACH-000008,8,51039174,135831959,0.85285477266228,80602,0
ACH-000008,8,140500605,146300964,1.1320690834792204,4833,0
ACH-000008,9,10001,21633291,0.9097474453676326,15699,0
ACH-000008,9,21771513,21977512,1.3718605646133394e-09,206,0
ACH-000008,9,21977513,21978512,0.0082514078075886,1,0
ACH-000008,9,21978513,22022512,1.864083975844134e-09,44,0
ACH-000008,9,22022513,38973231,0.870951929872091,14846,1
ACH-000008,9,88186958,97102714,0.8019676793938182,8215,0
ACH-000008,9,97115715,117654942,0.8750018667856982,18989,0
ACH-000008,9,123362691,141110144,0.7836166734100409,16612,0
ACH-000008,X,1939894,58329650,0.874402844906987,24362,0
ACH-000009,1,10001,2607439,0.7697452688221097,1847,0
ACH-000009,1,6778503,13645025,1.0212747205017596,5992,1
ACH-000009,1,13645026,17009119,0.7833207061967608,3047,1
ACH-000009,1,17276120,20875378,0.7742170583282653,3529,1
ACH-000009,1,22245008,23363477,1.0609053866591116,965,0
ACH-000009,1,23363478,28020400,0.7629217510663482,4316,1
ACH-000009,1,28020401,42533249,0.5183552213427988,13847,1
ACH-000009,1,42533250,53722876,0.7913917879169498,10586,1
ACH-000009,1,53722877,103120600,0.5603658723865631,46941,1
ACH-000009,1,103295601,120203433,0.5413464168648148,15391,1
ACH-000009,1,157264988,173362532,1.109582546759048,15458,0
ACH-000009,1,175346688,182377086,1.1239392043408232,6530,0
ACH-000009,1,192779912,212610040,1.0499269834440812,18481,0
ACH-000009,1,224880892,233925950,1.0431148416473508,8316,0
ACH-000009,1,235266136,248740764,1.0645125806598494,11543,0
ACH-000009,10,411977,20849455,1.5366056889018438,17987,0
ACH-000009,10,59293374,64303064,2.2312667509019763,4969,0
ACH-000009,10,69670882,73061572,1.9612493920698129,3202,0
ACH-000009,10,75346903,134856482,1.1323084393799223,55004,0
ACH-000009,11,179001,7133915,1.0849653734863467,5290,0
ACH-000009,11,7136916,30016576,1.1391486343950925,21751,0
ACH-000009,11,30016577,50404368,1.0736888740938906,18270,0
ACH-000009,11,55458301,66183558,1.1014477051683738,9273,1
ACH-000009,11,66183559,68069019,1.824962728618324,1411,0
ACH-000009,11,68069020,77681837,1.812366840111012,9352,0
ACH-000009,11,77681838,134945520,1.9293675405406456,51690,0
ACH-000009,12,38406805,49613034,1.51725755041441,10231,0
ACH-000009,12,49613035,52526462,1.435177323235082,2831,0
ACH-000009,12,52526463,87465297,1.006063244061315,33363,0
ACH-000009,12,98672757,133833939,1.0023184882771488,30099,0
ACH-000009,13,19945550,41437355,1.1997476606571185,19026,0
ACH-000009,13,48335218,58265160,1.1674242972319784,7511,0
ACH-000009,13,72597234,81803580,1.2993075847114866,8929,0
ACH-000009,15,31129381,33552222,1.005115295072392,1410,0
ACH-000009,15,33552223,49545176,0.8096150422727659,14945,1
ACH-000009,15,49547177,62705741,0.8146713058769116,12800,1
ACH-000009,15,62709742,102508790,0.7834363644772667,35049,0
ACH-000009,16,60001,32127540,0.918136779263611,21104,0
ACH-000009,16,48442434,60267736,1.384111339804564,11510,0
ACH-000009,16,60267737,74710443,1.3546507966363193,13264,0
ACH-000009,16,80336122,90291285,1.3812696610197055,6404,0
ACH-000009,17,3497265,16227217,0.5315985225098135,10374,1
